name,image:,address,tel,extendsection,other,email,web
Giao Nhận TOPASIA - Công Ty TNHH TOPASIA  Hải Phòng,https://logo.trangvangvietnam.com/L39571689300.gif,"P819B, Tòa Nhà VP Thùy Dương, Lô 20A Lê Hồng Phong, P. Đông Khê, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 653736 - 0913.514.556,,"
☑ Hơn 10 năm kinh nghiệm trong lĩnh vực Logistics tại Châu Á

☑ Đội ngũ hơn 100 nhân viên giàu kinh nghiệm, chuyên nghiệp và nhạy bén
TOPASIA - Dịch vụ đa dạng:

➥ Dịch vụ tư vấn thủ tục và ủy thác xuất nhập khẩu

➥ Dịch vụ khai thuê hải quan

➥ Dịch vụ vận chuyển door to door, dịch vụ đặt tàu xe,..
Cam kết: Chu đáo - Trách nhiệm - Chính xác - An toàn - Tiết kiệm!
",mailto:andy@talhp.vn                                     ,http://topasia.com.cn
,,,,,,,
Logistic ánh Kim - Công Ty TNHH Dịch Vụ Và Thương Mại Quốc Tế ánh Kim,https://logo.trangvangvietnam.com/L39568117100.gif,"Khu Thống Nhất, Thị Trấn Lai Cách, Huyện Cẩm Giàng, Hải Dương, Việt Nam", (0220) 3786933 - Hotline: 0982.180.111,,"
Ánh Kim ☞ Hơn 8 năm cung cấp Dịch Vụ Logistics chuyên nghiệp:

- Vận chuyển nội địa, quốc tế đa phương thức: Đường bộ, đường thủy, đường hàng không,..

- Dịch vụ hải quan, khai thuê hải quan, ủy thác XNK hàng hóa, đại lý cước,..

- Dịch vụ bốc xếp, xếp dỡ, giao nhận hàng hóa tại các công ty, xí nghiệp, kho bãi,..

► Cam kết: 

+ Dịch vụ nhanh chóng, đúng lịch trình, đúng tiến độ

+ Đảm bảo hàng hóa nguyên vẹn, không tiêu hao, không thiếu hụt.

+ Đội ngũ nhân viên giàu kiến thức nghiệp vụ và kinh nghiệm thực tế.
",mailto:info@anhkimlog.com.vn                             ,http://anhkimlog.com.vn
,,,,,,,
Công Ty TNHH Knight Logistics,https://logo.trangvangvietnam.com/L39574118800.gif,"Lầu 7 Toà Nhà Kicotrans, 46 Bạch Đằng, Phường 2, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 7 300 4422, Hotline: 1900 989 802",,"
Dịch vụ Logistics uy tín, chuyên nghiệp - CÔNG TY TNHH KNIGHT LOGISTICS
✈ Là đại lí thủ tục Hải quan chính thức tại Việt Nam.

✈ Có giấy phép vận tải đa phương thức - Multimodal Transport Operator License

✈ Đại lý chính thức của Hiệp hội Vận tải Hàng không Quốc tế (IATA) số #37300350006

✈ Phương tiện vận tải đa dạng, luôn sẵn sàng phục vụ khách hàng.

✈ Đội ngũ nhân viên chuyên nghiệp, đầy nhiệt huyết, luôn tân tâm tận lực.

✈ Môi trường làm việc thì hết sức chuyên nghiệp. 

➡ Có mạng lưới văn phòng tại các cửa khẩu lớn có thể xử lý tất cả lô hàng tại Việt Nam và có hệ thống đại lý tại các nước trên thế giới. 

➡ Các đối tác lớn: AirFrance, Vietnamairlines, China Airlines, Vietjet, ONE, CMA,..
",mailto:csm@knight.com.vn                                 ,http://knight.com.vn
,,,,,,,
PCL - Công Ty Cổ Phần Vận Tải Biển Container Thái Bình Dương,https://logo.trangvangvietnam.com/L39576041800.gif,"Tầng 15, Tòa Tháp Hòa Bình, 106 Hoàng Quốc Việt, P. Nghĩa Đô, Q. Cầu Giấy, Hà Nội, Việt Nam"," (024) 32005711, 0981 398 398",,"
aaaaaaaaqqqqqqaaPCL - Giải Pháp Logistics Toàn cầu!
Vận Tải Biển Container Thái Bình Dương (Pacific Container Lines - PCL) chuyên

▬ Dịch vụ vận tải nội địa, vận tải quốc tế, vận chuyển bằng đường hàng không, vận chuyển đường bộ, vận chuyển xuyên Việt,..

▬ Dịch vụ hải quan | Dịch vụ kho bãi

▬ Dịch vụ thuê và cho thuê tàu, đại lý tàu biển.

>>> Đặc biệt, chúng tôi là thành viên của các hiệp hội gồm: Amcham, Eurocham, Korcham, VLA, WCA.

 >>> Thương hiệu khách hàng phục vụ: Unilever, Coca-Cola, LG Electronics Việt Nam, Panasonic, Mitsubishi, Hitachi Asia - Việt Nam, Lavie, Tập đoàn Massan,..
",mailto:pcl@pacificcontainer.com.vn                       ,http://pacificcontainer.com.vn
,,,,,,,
Vận Tải Trang Huy - Công Ty TNHH Thương Mại Và Giao Nhận Vận Tải Quốc Tế Trang Huy,https://logo.trangvangvietnam.com/L39568877200.gif,"Số 358 Đường Xuân Đỉnh, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội, Việt Nam","0903 269 299, 0963 567 700",,"
Là thành viên của BNI Chapter Lucky, VCCI, Trang Huy tự tin mang đến dịch vụ:
✈ Vận tải hàng hóa bằng đường bộ, đường thủy, đường không, đường sắt.

✈ Vận chuyển thi công và lắp đặt máy móc, thiết bị, hàng hóa siêu trường siêu trọng, hàng công trình, hàng dự án,..

✈ Cung cấp dịch vụ hải quan, kinh doanh, cho thuê kho bãi, cung cấp tàu biển, môi giới tàu biển, logistic đa phương thức, thu gom hàng lẻ, hàng rời.

Với cam kết:

✓ Bảo đảm về quyền lợi cho khách hàng khi sử dụng dịch vụ vận chuyển

✓ Giải quyết nhanh những nhu cầu vận chuyển của khách hàng

✓ Giữ gìn, bảo vệ hàng hóa nguyên vẹn hoàn toàn khi vận chuyển.
",mailto:bichthuy@tranghuylogistics.com                    ,http://tranghuylogistics.com
,,,,,,,
Dịch Vụ Logistics Hưng Hằng - Công Ty TNHH MTV Hưng Hằng Logistics,https://logo.trangvangvietnam.com/L13133600.gif,"Thửa Đất Số 2386, Tờ Bản Đồ Số 2, TDH.B Tổ 12, KP. Chiêu Liêu, P. Tân Đông Hiệp, TX. Dĩ An, Bình Dương, Việt Nam"," (0274) 3727399, 0913733118",,"
▬ Đại lý vận chuyển hàng hóa trong nước, quốc tế 

▬ Tư vấn, hỗ trợ thủ tục hải quan 

▬ Kho vận, lưu chữ, giao nhận hàng hóa xuất khẩu 
SINGHANGLOGISTICS.COM - Giải pháp Logistics toàn diện uy tín toàn cầu 

✓ 10+ năm kinh nghiệm ✓ 25.000+ lô hàng/ năm với 6.000+ khách hàng ✓ Hệ thống đại lý nước ngoài mạnh, lịch tàu ổn định hàng tuần 

Đảm bảo: Nhanh chóng - Chuyên Nghiệp - An toàn - Hiệu quả.




",mailto:singhang88@gmail.com                              ,http://singhanglogistics.com
,,,,,,,
Intercontinental Logistics - Công Ty TNHH Tiếp Vận Liên Châu Lục,https://logo.trangvangvietnam.com/L39576036100.gif,"Số 15A/16 Phụng Pháp, P. Đằng Giang, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam"," (0225) 3606386, 0989 638 126",,"
Logistic Liên Châu Lục: uy tín - hiệu quả - giá rẻ!

◄ Là đối tác của nhiều hãng tàu trên thế giới như: Yangming, Evergreen, China Shipping, SINOKOR, SITC, T.S Lines, Pancon, ZIM,..
➬ Vận chuyển bằng đường biển, đường hàng không bao gồm hàng xuất và nhập khẩu. 

➬ Thực hiện các thủ tục hải quan, nhận làm dịch vụ door-to-door quốc tế và nội địa. 

➬ Giao nhận, vận chuyển hàng đầy container (FCL) và hàng lẻ container (LCL) quốc tế. 

➬ Các dịch vụ hậu cần, dịch vụ kho bãi,..
",mailto:ceo@interlogco.vn                                 ,http://interlogco.vn
,,,,,,,
Logistics DONASCO - Công Ty Cổ Phần Thương Mại Và Dịch Vụ Giao Nhận Vận Tải Đông Nam,https://logo.trangvangvietnam.com/L39570824700.gif,"55/20 Trần Nguyên Hãn, Cát Dài, Lê Chân, Tp. Hải Phòng, Việt Nam"," (0225) 3246375, Hotline:  078 22222 66","VPGD: P611 Tầng 6, Tòa Nhà Thành Đạt 1, Số 3 Lê Thánh Tông, P.Gia Viên, Q. Ngô Quyền, TP Hải Phòng","
DONASCO cung cấp dịch vụ LOGISTICS trọn gói trong nước và tất cả các quốc gia và vùng lãnh thổ trên thế giới:

▬ Dịch vụ hải quan

▬ Dịch vụ vận tải

▬ Dịch vụ giao nhận, vận chuyển

▬ Dịch vụ logistics khác (Dịch vụ gom hàng lẻ, dịch vụ bốc xếp, cho thuê kho bãi,..)

★ Luôn có xe chạy liên tục đảm bảo hàng hóa không bị ứ đọng, tồn kho.

★ Hợp đồng dịch vụ có hóa đơn biên nhận rõ ràng, chính xác và đầy đủ.

★ Hoàn toàn trách nhiệm khi hàng hóa hư hỏng, mất mát hoặc xe giao hàng chậm trễ.

≫ DONASCO cam kết mang lại lợi nhuận cho khách hàng tốt nhất!
",mailto:dongnam@donasco.com.vn                            ,http://donasco.com.vn
,,,,,,,
Logistics PORTSERCO - Công Ty Cổ Phần Logistics PORTSERCO,https://logo.trangvangvietnam.com/L1811700-1.gif,"Số 59 Ba Đình, P. Thạch Thang, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam", (0236) 3894717,,"
Thành lập từ 1993, PORTSERCO - Công ty hàng đầu tại miền Trung trong lĩnh vực LOGISTICS với các dịch vụ tiêu biểu: 

◆ Vận tải, vận chuyển hàng hóa bằng đường biển, đường bộ, đường sắt, đường hàng không,.. cho thị trường trong nước và quốc tế

◆ Khai thuế, làm thủ tục hàng hóa xuất nhập khẩu

◆ Cho thuê, lưu kho, bốc dỡ hàng hóa

◆ Vệ sinh, khử mùi container, khử trung hàng hóa theo yêu cầu. 
☑ Thành tích đạt được: Bằng khen của cấp Bộ, Ngành, Thành phố và Giải thưởng Sao Vàng Đất Việt của Trung Ương Hội Doanh Nghiệp Trẻ Việt Nam,..


",mailto:Leminhdn@gmail.com                                ,http://portserco.com
,,,,,,,
Tiếp Vận Hà Đức - Công Ty TNHH Tiếp Vận Hà Đức,https://logo.trangvangvietnam.com/L39570829200.gif,"Số A314, Đường Phạm Huy, Phường Quán Bàu, TP Vinh, Nghệ An, Việt Nam",Hotline: 0942.822.777,,"
Tiếp Vận Hà Đức mong muốn đem đến cho Quý khách các dịch vụ Logistic được thực hiện nhanh chóng, tiết kiệm thời gian và chi phí, như:

✓ Dịch vụ khai thuê Hải quan, xuất nhập khẩu ủy thác.

✓ Dịch vụ giao nhận, vận tải, kiểm đếm, xếp dỡ, đóng gói  hàng hóa xuất nhập khẩu.

✓ Dịch vụ đăng ký kiểm tra chất lượng, miễn thuế, giấy phép. 

✓ Dịch vụ cước vận tải biển và vận tải đường không.

Tiếp Vận Hà Đức - Chữ tín quý hơn vàng.
",mailto:alberthiep.haduc@gmail.com                        ,http://haducinfo.com
,,,,,,,
VietUNI Logistics - Công Ty Cổ Phần Giao Nhận Vận Tải Việt Uni,https://logo.trangvangvietnam.com/L39575882100.gif,"P601, Tầng 6, Số 62 Đường Yên Phụ, P. Nguyễn Trung Trực, Q. Ba Đình, Hà Nội, Việt Nam"," (024) 37726858, 0982 329 198",,"
Trọn gói dịch vụ logistics tại Việt Uni:
** Vận tải biển, vận tải hàng không, vận tải nội địa đa phương thức

** Môi giới hải quan, dịch vụ hải quan đối với hàng hóa xuất nhập khẩu

** Cho thuê kho bãi, dịch vụ hậu cần, đóng gói, bốc xếp hàng hóa

** Dịch vụ bảo hiểm hàng hóa, tư vấn pháp luật, sao kê ngân hàng, quản lý cung ứng,..

Lợi ích khi sử dụng dịch vụ logistics của Việt Uni:
✓ Chúng tôi có liên kết chặt chẽ với các đại lý ở nhiều nước trên thế giới, đặc biệt là Hàn Quốc, Nhật Bản, Ấn Độ, Đài Loan, Trung Quốc,..

✓ Vận chuyển hàng hóa nhanh chóng, tiết kiệm chi phí 

 Đối tác tiêu biểu: HMM, SITC, KMTC, WCA, CS Wind, Hapag Lioyd, Zim,..


",mailto:info@vietuni.com.vn                               ,http://vietuni.com.vn
,,,,,,,
Logistics Safway - Công Ty TNHH Logistics Safway,https://logo.trangvangvietnam.com/L39573638900-4.gif,"Fl.3, Lô 41/100 Dịch Vọng Hậu, P. Dịch Vọng Hậu, Q. Cầu Giấy, Hà Nội, Việt Nam", (024) 71085568 Hotline: 0901232568,"Văn Phòng Hà Nam:Thị Trấn Đồng Văn, H. Duy Tiên, Hà Nam
Văn phòng Hải Phòng: Số 921 Nguyễn Bỉnh Khiêm, P. Đông Hải, Q. Hải An, Tp. Hải Phòng","
Với hơn 10 năm kinh nghiệm trong ngành Logistics, Safway đã mang lại sự hài lòng cho khách hàng trong nước và nước ngoài tại các khu công nghiệp. 

Safway cung ứng các dịch vụ sau:

+ Đại lý khai thuê Hải quan - Dịch vụ đối soát dữ liệu Hải quan 

+ Vận chuyển đường bộ - Vận chuyển và lắp đặt hàng quá khổ, quá tải

+ Đại lý vận chuyển đường hàng không - Đại lý vận chuyển đường biển

+ Dịch vụ cho thuê kho bãi
Safway - Forward in the right way!
",mailto:info@safway.com.vn                                ,http://safway.com.vn
,,,,,,,
VN2WAY Logictics - Công Ty TNHH VN2WAY,https://logo.trangvangvietnam.com/L39574626200-1.gif,"Tầng 7 Phòng 702, Tòa Nhà APOLLO, Số 10A1 Lô 8A, Đường Lê Hồng Phong, KĐT Mới Ngã Năm Sân Bay Cát Bi, P. Đông Khê, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam",986490384,,"
VN2WAY - Dịch vụ Logistics Door to Door trọn gói cho khách hàng.

➠ Vận tải đường bộ: Vận tải đường dài, hàng quá cảnh, hàng lẻ (LCL).

➠ Đại lý tàu và cho thuê tàu: Thuê tàu chuyến, thuê tàu định hạn,..

➠ Dịch vụ hải quan: Ủy thác xuất nhập khẩu, Chuyên C/O from E,B,D,AJ,AK,AI,..

➠ Dịch vụ kho bãi: Đóng gói, dán nhãn và phân phối hàng hóa, quản lý hàng 24/24,..

 VN2WAY cam kết mang lại dịch vụ tốt nhất, đảm bảo vận chuyển an toàn, hiệu quả, giảm chi phí vận tải tối đa cho các khách hàng.
",mailto:management@vn2way.com                             ,http://vn2way.com
,,,,,,,
A.N.C LOGISTICS - Công Ty TNHH Thương Mại-Dịch Vụ Hàng Hóa A.N.C,https://logo.trangvangvietnam.com/L137600.gif,"35 Trần Quốc Hoàn, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38116909, 0903 933 636","Chi nhánh Hoa Kỳ: Buena Park, California, USA

ĐT: 657 212 2827 – 657 256 1678

Email: dhduc@ancshipping.com.vn","
aaaaaaaaaaA.N.C - INTERNATIONAL FORWARDER AND LOGISTICS

Được thành lập năm 1996, với 4 văn phòng, 3 kho bãi, A.N.C chuyên cung cấp Dịch vụ vận chuyển hàng hóa, Dịch vụ hải quan, Dịch vụ kho bãi,..

Thế mạnh của A.N.C:

⤵ Diện tích kho - Bình Dương: 5000m2. Diện tích kho - Long An: 16.237m2

⤵ Sở hữu 1 chi nhánh tại Buena Park, California, USA được thành lập năm 2018

⤵ Có giấy chứng nhận vận chuyển hàng xuyên biên giới giữa VN & Lào, Campuchia

⤵ Đối tác tiêu biểu: Ocean Network Express, Wan Hai, Yang Min, Emirates, Singapore Airlines, Vietnam Airlines,..


",mailto:dhduc@ancshipping.com.vn                          ,http://www.anctransport.com
,,,,,,,
Logistics HALOCO - Công Ty TNHH Logistics HALOCO,https://logo.trangvangvietnam.com/L39574761900.gif,"Số 30 Phan Thúc Duyện, Phường 4. Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam",Hotline: 0336916466,"CN Hải Phòng: Số 54, Lô 11, Lê Hồng Phong, P. Đằng Hải, Q. Hải An, Tp. Hải Phòng","
Logistics HALOCO - Đơn vị uy tín hoạt động trong lĩnh vực Logistic tại TP. Hải Phòng. Chúng tôi chuyên cung cấp các dịch vụ chủ đạo gồm:

► Vận chuyển hàng hóa quốc tế ► Vận chuyển hàng hóa nội địa

► Khai báo thủ tục hải quan ► Bảo hiểm hàng hóa xuất nhập khẩu

Cam kết với khách hàng:
✓ Thủ tục nhanh chóng, trọn gói

✓ Giao nhận hàng hóa đúng hẹn, đảm bảo an toàn

✓ Đúng tiến độ, giá cả hợp lý.
",mailto:hlc@ehaloco.com                                   ,http://halocologistics.com
,,,,,,,
Logistics Nhật Nam - Công Ty TNHH Logistics Nhật Nam,https://logo.trangvangvietnam.com/L39573903500.gif,"Phòng 204 Số 452 Lê Thánh Tông, Phường Vạn Mỹ, Quận Ngô Quyền, Tp. Hải Phòng, Việt Nam",0934 22 66 79,,"
Logistics Nhật Nam - Dịch vụ khác biệt - Chất lượng khác biệt
✺ Nhà cung cấp dịch vụ Logistics chuyên nghiệp với đa dạng các loại hình:

▬ Dịch vụ vận tải đa phương thức,  vận tải container, dịch vụ vận tải siêu trọng,..

▬ Dịch vụ hải quan: Dịch vụ thông quan, khai báo hải quan, khai thuê hải quan,..

▬ Dịch vụ kho bãi: Dịch vụ đóng gói, phân loại hàng hóa, dịch vụ cho thuê kho bãi,..

▬ Dịch vụ khác: Dịch vụ giao nhận logistics, dịch vụ hàng xuất nhập trọn gói,..

✺ Cam kết: 

✓ Tiết kiệm tối đa chi phí khi sử dụng trọn gói dịch vụ logistics của Nhật Nam

✓ Thời gian nhanh chóng, đúng tiến độ/ Hàng hóa nguyên vẹn, không thiếu hụt,..
",mailto:nhatnam6679@gmail.com                             ,http://nhatnamlogistics.bizz.vn
,,,,,,,
Logistics Tân Nam Chinh - Công Ty TNHH Dịch Vụ Và Thương Mại Tân Nam Chinh,https://logo.trangvangvietnam.com/L39572145400.gif,"Lầu 9, Tòa nhà HDTC, 36 Bùi Thị Xuân, Phường Bến Thành, Quận 1 Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 39 252 206, Hotline: 09.0182.0182",,"
TÂN NAM CHINH - ""Chuyên gia hậu cần hàng Nông Sản bảo quản lạnh"" - ""Cầu nối Logistics"" cho các công ty xuất khẩu nông sản với thị trường trong nước và quốc tế.

►►  TÂN NAM CHINH đáp ứng bằng các dịch vụ:

♛  Vận tải nông sản đường bộ, đường biển 

♛ Dịch vụ xuất nhập khẩu nông sản lạnh 

♛ Dịch vụ khai báo hải quan, cho thuê container lạnh

▬ Phục vụ được những loại hàng hóa cần kiểm soát nhiệt độ -25 đến +14 độ C

▬ Sở hữu hệ thống kho lạnh ở Bình Thuận, Long An,.. và hơn 100 xe container lạnh

▬ Thị trường rộng lớn: Việt Nam, Trung Quốc, Nhật Bản, Mỹ, Đông Nam Á, Úc,..
",mailto:info@tannamchinh.com                              ,http://tannamchinh.com
,,,,,,,
Thiên Ân Logistics - Công Ty TNHH Đầu Tư Vận Tải Thiên Ân,https://logo.trangvangvietnam.com/L39571342200.gif,"Ấp Mỹ Thạnh, X. Mỹ Xuân, H. Tân Thành Bà Rịa-Vũng Tàu, Việt Nam",988866443,,"
Dịch vụ Logistics chuyên nghiệp tại Bà Rịa - Vũng Tàu? Đã có THIEN AN LOGISTICS.

Cung cấp đa dạng - trọn gói các dịch vụ:

■ Dịch vụ đại lý hải quan: Tính thuế, áp giá hải quan, làm C/O, hoàn thuế nhập khẩu,..

■ Dịch vụ xuất nhập khẩu hàng hóa: XNK kinh doanh, XNK gia công, XNK tại chỗ,..

■ Vận tải đường bộ, đường thủy: Hàng dự án, hàng nhỏ lẻ, hàng nguyên container,..

■ Xếp dỡ tại kho cảng: Nhập xuất hàng hóa, đóng rút ruột container, xếp hàng,..

Đối tác tiêu biểu: Cảng quốc tế Cái Mép Cmit, Bộ quốc phòng - Tổng công ty Bason, các hãng tàu: APL, Maersk, Cosco Shipping, OOCL,..

Thiên Ân - Luôn đặt chất lượng dịch vụ đặt lên hàng đầu.
",mailto:thienanlogistics01@gmail.com                      ,http://thienanlogistics.com
,,,,,,,
Vận Tải Quốc Tế VIC - Công Ty TNHH Vận Tải Container Quốc Tế VIC,https://logo.trangvangvietnam.com/logo-vic.gif,"Số 109 Đường Đằng Hải , P. Đằng Hải, Q. Hải An, Tp. Hải Phòng, Việt Nam",0936 999 467,,"
VIC - Nhà cung cấp các dịch vụ:

♎ Vận tải nội địa: Đường bộ, đường biển

♎ Vận tải quốc tế

♎ Dịch vụ hải quan và ủy thác xuất nhập khẩu
Vận chuyển mọi loại hàng hóa: Hàng nhẹ, hàng nặng, hàng thực phẩm, hàng điện tử, hàng gia dụng, hàng xuất nhập khẩu,..
Phương tiện: 

+ Xe tải (0.5 - 34 tấn), container (28 - 33 tấn), xe đầu kéo (30 - 45 tấn)

+ Tàu chuyên dụng, tàu SB, NB, xà lan,..
cam kết: Cung cấp mức giá hợp lý - Chi phí vận chuyển thấp!
",mailto:huy.tma10@gmail.com                               ,http://vicl.vn
,,,,,,,
Logistics HALOCO - Công Ty TNHH Logistics HALOCO,https://logo.trangvangvietnam.com/L39576021200.gif,"Số 54, Lô 11, Lê Hồng Phong, P. Đằng Hải, Q. Hải An, Tp. Hải Phòng, Việt Nam",Hotline: 0336916466,"CN HCM: Số 30 Phan Thúc Duyện, P. 4. Q. Tân Bình,  TP. HCM","
Logistics HALOCO - Đơn vị uy tín hoạt động trong lĩnh vực Logistic tại TP. Hải Phòng. Chúng tôi chuyên cung cấp các dịch vụ chủ đạo gồm:

► Vận chuyển hàng hóa quốc tế ► Vận chuyển hàng hóa nội địa

► Khai báo thủ tục hải quan ► Bảo hiểm hàng hóa xuất nhập khẩu

Cam kết với khách hàng:
✓ Thủ tục nhanh chóng, trọn gói

✓ Giao nhận hàng hóa đúng hẹn, đảm bảo an toàn

✓ Đúng tiến độ, giá cả hợp lý.
",mailto:hlc@ehaloco.com                                   ,http://halocologistics.com
,,,,,,,
